StationId	DataType	FileName	Id	Lat	Long	Scenario	Constituent	SDate	EDate	YrCount	Value	StaNam
USC00012675	WdmFinal	USC00012675.dat	1	31.2975	-85.8996	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	61.87	ENTERPRISE 4 W
USC00013043	WdmFinal	USC00013043.dat	1	34.4406	-85.7236	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	56.33	FORT PAYNE
USC00013519	WdmFinal	USC00013519.dat	1	31.7901	-86.6087	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	59.25	GREENVILLE
USC00013620	WdmFinal	USC00013620.dat	1	34.2314	-87.6352	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	61.66	HALEYVILLE
USC00013645	WdmFinal	USC00013645.dat	1	34.0966	-87.9913	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	58.96	HAMILTON 3 S
USC00014193	WdmFinal	USC00014193.dat	1	31.5253	-87.9277	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	62.03	JACKSON
USC00014209	WdmFinal	USC00014209.dat	1	33.8259	-85.7812	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	48.85	JACKSONVILLE
USC00015397	WdmFinal	USC00015397.dat	1	32.0347	-85.474	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.4	MIDWAY
USC00015553	WdmFinal	USC00015553.dat	1	32.26	-86.218	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	35.41	MONTGOMERY 6SW
USC00018178	WdmFinal	USC00018178.dat	1	31.9172	-87.7347	OBSERVED	PREC	'1990/01/01'	'2013/12/31'	24.0	56.17	THOMASVILLE
USC00018209	WdmFinal	USC00018209.dat	1	32.9205	-86.6708	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	54.72	THORSBY EXP STATION
USC00018385	WdmFinal	USC00018385.dat	1	33.2097	-87.5936	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	39.83	TUSCALOOSA OLIVER DAM
USC00018517	WdmFinal	USC00018517.dat	1	33.7392	-88.1275	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	54.17	VERNON
USC00018670	WdmFinal	USC00018670.dat	1	33.7924	-86.8258	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	55.62	WARRIOR
USC00018673	WdmFinal	USC00018673.dat	1	32.7747	-87.8306	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	52.14	WARRIOR LOCK AND DAM
USC00020080	WdmFinal	USC00020080.dat	1	32.3698	-112.8599	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	8.35	AJO
USC00020487	WdmFinal	USC00020487.dat	1	35.1989	-112.4886	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	14.28	ASH FORK 3
USC00020808	WdmFinal	USC00020808.dat	1	33.4783	-109.7516	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	19.07	BLACK RIVER PUMPS
USC00021574	WdmFinal	USC00021574.dat	1	34.54	-110.9152	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	20.86	CHEVELON RANGER STATION
USC00021749	WdmFinal	USC00021749.dat	1	34.05	-110.45	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	18.78	CIBECUE
USC00021870	WdmFinal	USC00021870.dat	1	32.0588	-109.8908	OBSERVED	PREC	'1990/01/01'	'2018/12/31'	29.0	12.71	COCHISE 4 SSE
USC00022329	WdmFinal	USC00022329.dat	1	34.2097	-112.3453	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	25.27	CROWN KING
USC00022754	WdmFinal	USC00022754.dat	1	32.748	-109.1213	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	10.91	DUNCAN
USC00023009	WdmFinal	USC00023009.dat	1	35.1611	-111.7311	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	24.15	FLAGSTAFF 4 SW
USC00024586	WdmFinal	USC00024586.dat	1	35.8109	-110.1932	OBSERVED	PREC	'1990/01/01'	'2015/12/31'	26.0	9.14	KEAMS CANYON
USC00025344	WdmFinal	USC00025344.dat	1	34.3709	-112.1827	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	16.24	MAYER NO. 2
USC00025635	WdmFinal	USC00025635.dat	1	34.6105	-111.838	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	14.0	MONTEZUMA CASTLE NM
USC00025924	WdmFinal	USC00025924.dat	1	31.4554	-110.968	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	16.17	NOGALES 6 N
USC00026119	WdmFinal	USC00026119.dat	1	32.6025	-110.7344	OBSERVED	PREC	'1990/01/01'	'2009/12/31'	20.0	19.56	ORACLE 2 SE
USC00026468	WdmFinal	USC00026468.dat	1	34.7994	-109.885	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	9.62	PETRIFIED FOREST NP
USC00027708	WdmFinal	USC00027708.dat	1	34.8955	-111.7644	OBSERVED	PREC	'1990/01/01'	'2009/12/31'	20.0	17.24	SEDONA
USC00027876	WdmFinal	USC00027876.dat	1	33.7986	-110.9714	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	26.02	SIERRA ANCHA
USC00029158	WdmFinal	USC00029158.dat	1	34.9281	-112.8097	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	15.58	WALNUT CREEK
USC00029271	WdmFinal	USC00029271.dat	1	33.8215	-109.984	OBSERVED	PREC	'1990/01/01'	'2010/12/31'	21.0	18.77	WHITERIVER 1 SW
USC00030064	WdmFinal	USC00030064.dat	1	35.9307	-91.055	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.69	ALICIA 2NNE
USC00030130	WdmFinal	USC00030130.dat	1	34.7961	-92.8417	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	57.38	ALUM FORK
USC00030178	WdmFinal	USC00030178.dat	1	34.0275	-93.4332	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	55.36	ANTOINE 1 SW
USC00030220	WdmFinal	USC00030220.dat	1	34.1433	-93.0589	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	54.03	ARKADELPHIA 2 N
USC00030326	WdmFinal	USC00030326.dat	1	35.2894	-91.3533	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	50.09	AUGUSTA
USC00030458	WdmFinal	USC00030458.dat	1	35.8306	-91.7944	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	48.7	BATESVILLE LVSTK
USC00030530	WdmFinal	USC00030530.dat	1	35.0644	-91.8961	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	48.42	BEEBE
USC00030616	WdmFinal	USC00030616.dat	1	36.4294	-93.6255	OBSERVED	PREC	'1990/01/01'	'2013/12/31'	24.0	49.43	BERRYVILLE 5 NW
USC00030764	WdmFinal	USC00030764.dat	1	34.5697	-93.1947	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	58.44	BLAKELY MOUNTAIN DAM
USC00030798	WdmFinal	USC00030798.dat	1	35.1161	-93.6506	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	48.21	BLUE MOUNTAIN DAM
USC00030832	WdmFinal	USC00030832.dat	1	35.093	-93.9258	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.32	BOONEVILLE 3 SSE
USC00030842	WdmFinal	USC00030842.dat	1	35.7264	-92.4672	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	52.39	BOTKINBURG 3 NE
USC00030900	WdmFinal	USC00030900.dat	1	34.9458	-93.4637	OBSERVED	PREC	'1990/01/01'	'2017/12/31'	28.0	55.54	BRIGGSVILLE
USC00030936	WdmFinal	USC00030936.dat	1	34.8822	-91.2152	OBSERVED	PREC	'1990/01/01'	'2016/12/31'	27.0	48.49	BRINKLEY
USC00031020	WdmFinal	USC00031020.dat	1	36.3647	-92.5781	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	41.7	BULL SHOALS DAM
USC00031140	WdmFinal	USC00031140.dat	1	33.3063	-92.4832	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	57.64	CALION LOCK & DAM
USC00031152	WdmFinal	USC00031152.dat	1	33.59	-92.8236	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.45	CAMDEN 1
USC00031457	WdmFinal	USC00031457.dat	1	35.5328	-93.4036	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	52.75	CLARKSVILLE 6 NE
USC00031582	WdmFinal	USC00031582.dat	1	36.0913	-93.3208	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.14	COMPTON
USC00031632	WdmFinal	USC00031632.dat	1	36.4197	-90.5858	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.34	CORNING
USC00031948	WdmFinal	USC00031948.dat	1	34.0463	-94.348	OBSERVED	PREC	'2009/01/01'	'2019/12/31'	11.0	65.53	DEQUEEN
USC00031952	WdmFinal	USC00031952.dat	1	34.1002	-94.3724	OBSERVED	PREC	'1990/01/01'	'2007/12/31'	18.0	52.62	DE QUEEN DAM
USC00032015	WdmFinal	USC00032015.dat	1	34.1266	-94.0172	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	57.24	DIERKS
USC00032148	WdmFinal	USC00032148.dat	1	33.8885	-91.5316	OBSERVED	PREC	'1990/01/01'	'2018/12/31'	29.0	49.96	DUMAS
USC00032356	WdmFinal	USC00032356.dat	1	36.4163	-93.7916	OBSERVED	PREC	'1990/01/01'	'2011/12/31'	22.0	46.62	EUREKA SPRINGS 3 WNW
USC00032444	WdmFinal	USC00032444.dat	1	36.101	-94.1737	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	46.93	FAYETTEVILLE EXP STA
USC00032489	WdmFinal	USC00032489.dat	1	34.7594	-92.4553	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	54.82	FERNDALE 6 E
USC00032544	WdmFinal	USC00032544.dat	1	33.7222	-94.3975	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	54.46	FOREMAN
USC00032794	WdmFinal	USC00032794.dat	1	35.9885	-92.7161	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	45.04	GILBERT
USC00032978	WdmFinal	USC00032978.dat	1	35.5206	-91.9997	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	52.44	GREERS FERRY DAM
USC00033132	WdmFinal	USC00033132.dat	1	36.2747	-91.5056	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	47.05	HARDY
USC00033544	WdmFinal	USC00033544.dat	1	36.07	-93.7522	OBSERVED	PREC	'1990/01/01'	'2011/12/31'	22.0	44.94	HUNTSVILLE 1 SSW
USC00034185	WdmFinal	USC00034185.dat	1	33.3613	-93.5674	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	56.84	LEWISVILLE
USC00034548	WdmFinal	USC00034548.dat	1	33.2586	-93.1822	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	60.67	MAGNOLIA
USC00034756	WdmFinal	USC00034756.dat	1	34.5979	-94.29	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	59.21	MENA
USC00034839	WdmFinal	USC00034839.dat	1	33.6772	-93.9902	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	53.35	MILLWOOD DAM
USC00035110	WdmFinal	USC00035110.dat	1	34.1452	-93.7138	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	54.53	NARROWS DAM
USC00035112	WdmFinal	USC00035112.dat	1	33.9293	-93.8507	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	59.1	NASHVILLE
USC00035200	WdmFinal	USC00035200.dat	1	34.9553	-93.1594	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	50.95	NIMROD DAM
USC00035228	WdmFinal	USC00035228.dat	1	36.2494	-92.2383	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	47.62	NORFORK DAM
USW00003952	WdmFinal	USW00003952.dat	1	34.8353	-92.2596	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	51.91	NORTH LITTLE ROCK WFO
USC00035602	WdmFinal	USC00035602.dat	1	35.9547	-93.2405	OBSERVED	PREC	'1990/01/01'	'2014/12/31'	25.0	46.52	PARTHENON
USC00035754	WdmFinal	USC00035754.dat	1	34.2255	-92.0185	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	53.51	PINE BLUFF
USC00035908	WdmFinal	USC00035908.dat	1	33.8204	-93.3879	OBSERVED	PREC	'1990/01/01'	'2017/12/31'	28.0	52.86	PRESCOTT 2 NNW
USC00036393	WdmFinal	USC00036393.dat	1	35.8236	-93.7672	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	47.75	ST. PAUL 1 E
USC00036403	WdmFinal	USC00036403.dat	1	36.3561	-91.8036	OBSERVED	PREC	'1990/01/01'	'2011/12/31'	22.0	49.54	SALEM
USC00036405	WdmFinal	USC00036405.dat	1	36.4261	-91.9158	OBSERVED	PREC	'2003/01/01'	'2019/12/31'	17.0	47.19	SALEM NO 2
USC00036920	WdmFinal	USC00036920.dat	1	34.4744	-91.4172	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.34	STUTTGART 9 ESE
USC00037488	WdmFinal	USC00037488.dat	1	34.9229	-94.0944	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	48.93	WALDRON
USC00038052	WdmFinal	USC00038052.dat	1	35.2547	-90.7965	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	55.78	WYNNE
USC00040161	WdmFinal	USC00040161.dat	1	41.4901	-120.5437	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	12.37	ALTURAS
USC00040212	WdmFinal	USC00040212.dat	1	38.573	-122.4405	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	43.69	ANGWIN PACIFIC UNION COLLEGE
USC00040321	WdmFinal	USC00040321.dat	1	35.1844	-120.398	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	18.13	ARROYO GRANDE 11 ENE
USC00040322	WdmFinal	USC00040322.dat	1	36.2355	-121.48	OBSERVED	PREC	'1990/01/01'	'2017/12/31'	28.0	25.37	ARROYO SECO
USC00040449	WdmFinal	USC00040449.dat	1	36.9092	-119.0883	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	31.31	BALCH POWER HOUSE
USC00040546	WdmFinal	USC00040546.dat	1	40.3983	-122.1452	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	28.55	BATTLE CREEK ADR
USC00040731	WdmFinal	USC00040731.dat	1	41.1208	-121.1347	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	19.09	BIEBER
USC00040742	WdmFinal	USC00040742.dat	1	34.2414	-116.9751	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	27.21	BIG BEAR LAKE DAM
USC00040790	WdmFinal	USC00040790.dat	1	36.2472	-121.7802	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	43.24	BIG SUR STATION
USC00040883	WdmFinal	USC00040883.dat	1	38.9091	-120.6677	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	65.5	BLODGETT EXPER FOREST
USC00041005	WdmFinal	USC00041005.dat	1	37.1422	-122.1963	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	60.2	BOULDER CR LOCAT RCH
USC00041018	WdmFinal	USC00041018.dat	1	39.4539	-120.6556	OBSERVED	PREC	'1990/01/01'	'2015/12/31'	26.0	59.98	BOWMAN DAM
USC00041076	WdmFinal	USC00041076.dat	1	38.2505	-119.2161	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	12.34	BRIDGEPORT R.S.
USC00041130	WdmFinal	USC00041130.dat	1	39.6949	-121.3452	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	55.61	BRUSH CREEK RANGER STATION
USC00041142	WdmFinal	USC00041142.dat	1	35.7989	-121.0939	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	23.79	BRYSON
USC00041194	WdmFinal	USC00041194.dat	1	34.1866	-118.348	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	15.78	BURBANK VALLEY PUMP PLANT
USC00041272	WdmFinal	USC00041272.dat	1	34.3899	-117.5758	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	14.11	CAJON WEST SUMMIT
USC00041277	WdmFinal	USC00041277.dat	1	38.2769	-120.3113	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	55.79	CALAVERAS BIG TREES
USC00041369	WdmFinal	USC00041369.dat	1	34.1491	-116.9802	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	28.15	CAMP ANGELUS
USC00041428	WdmFinal	USC00041428.dat	1	38.2486	-120.8433	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	21.75	CAMP PARDEE
USC00041460	WdmFinal	USC00041460.dat	1	39.4397	-121.0712	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.74	CAMPTONVILLE 1SW
USC00041497	WdmFinal	USC00041497.dat	1	40.1705	-121.0886	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	36.81	CANYON DAM
USC00041715	WdmFinal	USC00041715.dat	1	39.6911	-121.8211	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	25.15	CHICO UNIVERSITY FARM
USC00041864	WdmFinal	USC00041864.dat	1	36.1356	-120.3606	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	8.5	COALINGA
USC00041886	WdmFinal	USC00041886.dat	1	41.0894	-122.7086	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	50.57	COFFEE CREEK RS
USC00042012	WdmFinal	USC00042012.dat	1	36.0975	-119.5817	OBSERVED	PREC	'1990/01/01'	'2018/12/31'	29.0	7.44	CORCORAN IRRIGATION DIST.
USC00042048	WdmFinal	USC00042048.dat	1	36.9897	-121.805	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	29.81	CORRALITOS
USC00042084	WdmFinal	USC00042084.dat	1	39.8261	-123.085	OBSERVED	PREC	'1990/01/01'	'2018/12/31'	29.0	40.18	COVELO EEL RIVER RS
USC00042164	WdmFinal	USC00042164.dat	1	34.2393	-117.2988	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	33.45	CRESTLINE
USC00042239	WdmFinal	USC00042239.dat	1	32.9897	-116.5872	OBSERVED	PREC	'1990/01/01'	'2018/12/31'	29.0	27.95	CUYAMACA
USC00042294	WdmFinal	USC00042294.dat	1	38.5349	-121.7761	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	20.91	DAVIS 2 WSW EXP FARM
USC00042306	WdmFinal	USC00042306.dat	1	41.2122	-121.3741	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	22.38	DAY
USC00042500	WdmFinal	USC00042500.dat	1	39.5633	-120.8238	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	63.18	DOWNIEVILLE
USC00042749	WdmFinal	USC00042749.dat	1	41.988	-123.7183	OBSERVED	PREC	'1990/01/01'	'2017/12/31'	28.0	72.9	ELK VALLEY
USC00042899	WdmFinal	USC00042899.dat	1	41.4574	-122.8994	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	27.63	ETNA
USC00042935	WdmFinal	USC00042935.dat	1	38.288	-122.0344	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	23.84	FAIRFIELD 3 NNE
USC00043038	WdmFinal	USC00043038.dat	1	38.5236	-120.7061	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	37.21	FIDDLETOWN DEXTER RCH
USC00043161	WdmFinal	USC00043161.dat	1	39.5091	-123.7566	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	45.53	FORT BRAGG 5 N
USC00043182	WdmFinal	USC00043182.dat	1	41.601	-122.8478	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	19.12	FORT JONES RS
USC00043194	WdmFinal	USC00043194.dat	1	40.2183	-123.6322	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.42	FORT SEWARD
USC00043219	WdmFinal	USC00043219.dat	1	34.7333	-119.1038	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	12.38	FRAZIER PARK 9 SW
USC00043357	WdmFinal	USC00043357.dat	1	41.8452	-123.9647	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	89.09	GASQUET RS
USC00043384	WdmFinal	USC00043384.dat	1	38.933	-120.8008	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	54.56	GEORGETOWN RS
USC00043402	WdmFinal	USC00043402.dat	1	34.5225	-119.6822	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	27.82	GIBRALTAR DAM NO. 2
USC00043419	WdmFinal	USC00043419.dat	1	37.0327	-121.4316	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	23.53	GILROY 8 NE
USC00043573	WdmFinal	USC00043573.dat	1	39.2041	-121.068	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.92	GRASS VALLEY NO. 2
USC00043647	WdmFinal	USC00043647.dat	1	40.4863	-123.9088	OBSERVED	PREC	'1990/01/01'	'2011/12/31'	22.0	55.87	GRIZZLY CREEK STATE PARK
USC00043669	WdmFinal	USC00043669.dat	1	37.8444	-120.2258	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	37.41	GROVELAND 2
USC00043761	WdmFinal	USC00043761.dat	1	41.7961	-123.3747	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	49.32	HAPPY CAMP RANGER STATION
USC00043791	WdmFinal	USC00043791.dat	1	40.3636	-122.965	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	36.35	HARRISON GULCH RS
USC00043891	WdmFinal	USC00043891.dat	1	39.0583	-120.415	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	50.26	HELL HOLE
USC00043928	WdmFinal	USC00043928.dat	1	36.3052	-120.7047	OBSERVED	PREC	'1990/01/01'	'2017/12/31'	28.0	21.81	HERNANDEZ 7 SE
USC00043939	WdmFinal	USC00043939.dat	1	37.9613	-119.783	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	38.44	HETCH HETCHY
USC00044025	WdmFinal	USC00044025.dat	1	36.8483	-121.4213	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	13.32	HOLLISTER 2
USC00044074	WdmFinal	USC00044074.dat	1	40.2375	-124.1322	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	83.37	HONEYDEW 1 SW
USC00044089	WdmFinal	USC00044089.dat	1	41.0483	-123.6755	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	51.98	HOOPA
USC00044191	WdmFinal	USC00044191.dat	1	40.6161	-123.4566	OBSERVED	PREC	'1990/01/01'	'2016/12/31'	27.0	40.73	HYAMPOM
USC00044232	WdmFinal	USC00044232.dat	1	36.798	-118.2036	OBSERVED	PREC	'1990/01/01'	'2018/12/31'	29.0	5.54	INDEPENDENCE
USC00044587	WdmFinal	USC00044587.dat	1	40.6422	-123.9149	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	55.08	KNEELAND 10 SSE
USC00044689	WdmFinal	USC00044689.dat	1	39.203	-123.185	OBSERVED	PREC	'1990/01/01'	'2018/12/31'	29.0	35.04	LAKE MENDOCINO DAM
USC00044712	WdmFinal	USC00044712.dat	1	38.492	-122.0039	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	25.58	LAKE SOLANO
USC00044883	WdmFinal	USC00044883.dat	1	39.8744	-123.7205	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	63.36	LEGGETT
USC00045067	WdmFinal	USC00045067.dat	1	36.443	-118.0433	OBSERVED	PREC	'1990/01/01'	'2018/12/31'	29.0	6.5	LONE PINE 11 S COTTONWOOD POWER HOUSE
USC00045100	WdmFinal	USC00045100.dat	1	35.3836	-118.4122	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	16.41	LORAINE 5 NNE
USC00045184	WdmFinal	USC00045184.dat	1	35.878	-121.4497	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	34.65	LUCIA WILLOW SPRINGS
USC00045242	WdmFinal	USC00045242.dat	1	40.3186	-123.3738	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	43.59	MAD RIVER 12 SE
USC00045258	WdmFinal	USC00045258.dat	1	38.8547	-122.7819	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	50.3	MAHNKE
USC00045623	WdmFinal	USC00045623.dat	1	40.1414	-120.3533	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	18.52	MILFORD LAUFMAN RS
USC00045679	WdmFinal	USC00045679.dat	1	40.3458	-121.6091	OBSERVED	PREC	'1990/01/01'	'2019/12/31'	30.0	56.76	MINERAL
