StationId	DataType	FileName	Id	Lat	Long	Scenario	Constituent	SDate	EDate	YrCount	StaNam
USC00030220	WdmFinal	USC00030220.txt	1	34.1433	-93.0589	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	ARKADELPHIA 2 N
USC00030326	WdmFinal	USC00030326.txt	1	35.2894	-91.3533	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	AUGUSTA
USC00030458	WdmFinal	USC00030458.txt	1	35.8306	-91.7944	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BATESVILLE LVSTK
USC00030530	WdmFinal	USC00030530.txt	1	35.0644	-91.8961	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BEEBE
USC00030616	WdmFinal	USC00030616.txt	1	36.4294	-93.6255	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BERRYVILLE 5 NW
USC00030764	WdmFinal	USC00030764.txt	1	34.5697	-93.1947	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BLAKELY MOUNTAIN DAM
USC00030798	WdmFinal	USC00030798.txt	1	35.1161	-93.6506	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BLUE MOUNTAIN DAM
USC00030832	WdmFinal	USC00030832.txt	1	35.093	-93.9258	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BOONEVILLE 3 SSE
USC00030842	WdmFinal	USC00030842.txt	1	35.7264	-92.4672	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BOTKINBURG 3 NE
USC00030900	WdmFinal	USC00030900.txt	1	34.9458	-93.4637	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BRIGGSVILLE
USC00030936	WdmFinal	USC00030936.txt	1	34.8822	-91.2152	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BRINKLEY
USC00031020	WdmFinal	USC00031020.txt	1	36.3647	-92.5781	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BULL SHOALS DAM
USC00031140	WdmFinal	USC00031140.txt	1	33.3063	-92.4832	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CALION LOCK & DAM
USC00031152	WdmFinal	USC00031152.txt	1	33.59	-92.8236	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CAMDEN 1
USC00031457	WdmFinal	USC00031457.txt	1	35.5328	-93.4036	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CLARKSVILLE 6 NE
USC00031582	WdmFinal	USC00031582.txt	1	36.0913	-93.3208	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	COMPTON
USC00031632	WdmFinal	USC00031632.txt	1	36.4197	-90.5858	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CORNING
USC00031948	WdmFinal	USC00031948.txt	1	34.0463	-94.348	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	DEQUEEN
USC00031952	WdmFinal	USC00031952.txt	1	34.1002	-94.3724	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	DE QUEEN DAM
USC00032015	WdmFinal	USC00032015.txt	1	34.1266	-94.0172	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	DIERKS
USC00032148	WdmFinal	USC00032148.txt	1	33.8885	-91.5316	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	DUMAS
USC00032356	WdmFinal	USC00032356.txt	1	36.4163	-93.7916	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	EUREKA SPRINGS 3 WNW
USC00032444	WdmFinal	USC00032444.txt	1	36.101	-94.1737	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	FAYETTEVILLE EXP STA
USC00032489	WdmFinal	USC00032489.txt	1	34.7594	-92.4553	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	FERNDALE 6 E
USC00032544	WdmFinal	USC00032544.txt	1	33.7222	-94.3975	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	FOREMAN
USC00032794	WdmFinal	USC00032794.txt	1	35.9885	-92.7161	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	GILBERT
USC00032978	WdmFinal	USC00032978.txt	1	35.5206	-91.9997	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	GREERS FERRY DAM
USC00033132	WdmFinal	USC00033132.txt	1	36.2747	-91.5056	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HARDY
USC00033544	WdmFinal	USC00033544.txt	1	36.07	-93.7522	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HUNTSVILLE 1 SSW
USC00034185	WdmFinal	USC00034185.txt	1	33.3613	-93.5674	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	LEWISVILLE
USC00034548	WdmFinal	USC00034548.txt	1	33.2586	-93.1822	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MAGNOLIA
USC00034756	WdmFinal	USC00034756.txt	1	34.5979	-94.29	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MENA
USC00034839	WdmFinal	USC00034839.txt	1	33.6772	-93.9902	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MILLWOOD DAM
USC00035110	WdmFinal	USC00035110.txt	1	34.1452	-93.7138	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	NARROWS DAM
USC00035112	WdmFinal	USC00035112.txt	1	33.9293	-93.8507	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	NASHVILLE
USC00035200	WdmFinal	USC00035200.txt	1	34.9553	-93.1594	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	NIMROD DAM
USC00035228	WdmFinal	USC00035228.txt	1	36.2494	-92.2383	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	NORFORK DAM
USW00003952	WdmFinal	USW00003952.txt	1	34.8353	-92.2596	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	NORTH LITTLE ROCK WFO
USC00035602	WdmFinal	USC00035602.txt	1	35.9547	-93.2405	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	PARTHENON
USC00035754	WdmFinal	USC00035754.txt	1	34.2255	-92.0185	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	PINE BLUFF
USC00035908	WdmFinal	USC00035908.txt	1	33.8204	-93.3879	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	PRESCOTT 2 NNW
USC00036393	WdmFinal	USC00036393.txt	1	35.8236	-93.7672	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	ST. PAUL 1 E
USC00036403	WdmFinal	USC00036403.txt	1	36.3561	-91.8036	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	SALEM
USC00036405	WdmFinal	USC00036405.txt	1	36.4261	-91.9158	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	SALEM NO 2
USC00036920	WdmFinal	USC00036920.txt	1	34.4744	-91.4172	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	STUTTGART 9 ESE
USC00037488	WdmFinal	USC00037488.txt	1	34.9229	-94.0944	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	WALDRON
USC00038052	WdmFinal	USC00038052.txt	1	35.2547	-90.7965	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	WYNNE
USC00040161	WdmFinal	USC00040161.txt	1	41.4901	-120.5437	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	ALTURAS
USC00040212	WdmFinal	USC00040212.txt	1	38.573	-122.4405	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	ANGWIN PACIFIC UNION COLLEGE
USC00040321	WdmFinal	USC00040321.txt	1	35.1844	-120.398	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	ARROYO GRANDE 11 ENE
USC00040322	WdmFinal	USC00040322.txt	1	36.2355	-121.48	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	ARROYO SECO
USC00040449	WdmFinal	USC00040449.txt	1	36.9092	-119.0883	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BALCH POWER HOUSE
USC00040546	WdmFinal	USC00040546.txt	1	40.3983	-122.1452	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BATTLE CREEK ADR
USC00040731	WdmFinal	USC00040731.txt	1	41.1208	-121.1347	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BIEBER
USC00040742	WdmFinal	USC00040742.txt	1	34.2414	-116.9751	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BIG BEAR LAKE DAM
USC00040790	WdmFinal	USC00040790.txt	1	36.2472	-121.7802	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BIG SUR STATION
USC00040883	WdmFinal	USC00040883.txt	1	38.9091	-120.6677	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BLODGETT EXPER FOREST
USC00041005	WdmFinal	USC00041005.txt	1	37.1422	-122.1963	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BOULDER CR LOCAT RCH
USC00041018	WdmFinal	USC00041018.txt	1	39.4539	-120.6556	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BOWMAN DAM
USC00041076	WdmFinal	USC00041076.txt	1	38.2505	-119.2161	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BRIDGEPORT R.S.
USC00041130	WdmFinal	USC00041130.txt	1	39.6949	-121.3452	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BRUSH CREEK RANGER STATION
USC00041142	WdmFinal	USC00041142.txt	1	35.7989	-121.0939	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BRYSON
USC00041194	WdmFinal	USC00041194.txt	1	34.1866	-118.348	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	BURBANK VALLEY PUMP PLANT
USC00041272	WdmFinal	USC00041272.txt	1	34.3899	-117.5758	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CAJON WEST SUMMIT
USC00041277	WdmFinal	USC00041277.txt	1	38.2769	-120.3113	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CALAVERAS BIG TREES
USC00041369	WdmFinal	USC00041369.txt	1	34.1491	-116.9802	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CAMP ANGELUS
USC00041428	WdmFinal	USC00041428.txt	1	38.2486	-120.8433	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CAMP PARDEE
USC00041460	WdmFinal	USC00041460.txt	1	39.4397	-121.0712	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CAMPTONVILLE 1SW
USC00041497	WdmFinal	USC00041497.txt	1	40.1705	-121.0886	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CANYON DAM
USC00041715	WdmFinal	USC00041715.txt	1	39.6911	-121.8211	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CHICO UNIVERSITY FARM
USC00041864	WdmFinal	USC00041864.txt	1	36.1356	-120.3606	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	COALINGA
USC00041886	WdmFinal	USC00041886.txt	1	41.0894	-122.7086	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	COFFEE CREEK RS
USC00042012	WdmFinal	USC00042012.txt	1	36.0975	-119.5817	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CORCORAN IRRIGATION DIST.
USC00042048	WdmFinal	USC00042048.txt	1	36.9897	-121.805	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CORRALITOS
USC00042084	WdmFinal	USC00042084.txt	1	39.8261	-123.085	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	COVELO EEL RIVER RS
USC00042164	WdmFinal	USC00042164.txt	1	34.2393	-117.2988	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CRESTLINE
USC00042239	WdmFinal	USC00042239.txt	1	32.9897	-116.5872	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	CUYAMACA
USC00042294	WdmFinal	USC00042294.txt	1	38.5349	-121.7761	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	DAVIS 2 WSW EXP FARM
USC00042306	WdmFinal	USC00042306.txt	1	41.2122	-121.3741	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	DAY
USC00042500	WdmFinal	USC00042500.txt	1	39.5633	-120.8238	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	DOWNIEVILLE
USC00042749	WdmFinal	USC00042749.txt	1	41.988	-123.7183	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	ELK VALLEY
USC00042899	WdmFinal	USC00042899.txt	1	41.4574	-122.8994	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	ETNA
USC00042935	WdmFinal	USC00042935.txt	1	38.288	-122.0344	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	FAIRFIELD 3 NNE
USC00043038	WdmFinal	USC00043038.txt	1	38.5236	-120.7061	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	FIDDLETOWN DEXTER RCH
USC00043161	WdmFinal	USC00043161.txt	1	39.5091	-123.7566	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	FORT BRAGG 5 N
USC00043182	WdmFinal	USC00043182.txt	1	41.601	-122.8478	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	FORT JONES RS
USC00043194	WdmFinal	USC00043194.txt	1	40.2183	-123.6322	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	FORT SEWARD
USC00043219	WdmFinal	USC00043219.txt	1	34.7333	-119.1038	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	FRAZIER PARK 9 SW
USC00043357	WdmFinal	USC00043357.txt	1	41.8452	-123.9647	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	GASQUET RS
USC00043384	WdmFinal	USC00043384.txt	1	38.933	-120.8008	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	GEORGETOWN RS
USC00043402	WdmFinal	USC00043402.txt	1	34.5225	-119.6822	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	GIBRALTAR DAM NO. 2
USC00043419	WdmFinal	USC00043419.txt	1	37.0327	-121.4316	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	GILROY 8 NE
USC00043573	WdmFinal	USC00043573.txt	1	39.2041	-121.068	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	GRASS VALLEY NO. 2
USC00043647	WdmFinal	USC00043647.txt	1	40.4863	-123.9088	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	GRIZZLY CREEK STATE PARK
USC00043669	WdmFinal	USC00043669.txt	1	37.8444	-120.2258	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	GROVELAND 2
USC00043761	WdmFinal	USC00043761.txt	1	41.7961	-123.3747	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HAPPY CAMP RANGER STATION
USC00043791	WdmFinal	USC00043791.txt	1	40.3636	-122.965	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HARRISON GULCH RS
USC00043891	WdmFinal	USC00043891.txt	1	39.0583	-120.415	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HELL HOLE
USC00043928	WdmFinal	USC00043928.txt	1	36.3052	-120.7047	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HERNANDEZ 7 SE
USC00043939	WdmFinal	USC00043939.txt	1	37.9613	-119.783	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HETCH HETCHY
USC00044025	WdmFinal	USC00044025.txt	1	36.8483	-121.4213	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HOLLISTER 2
USC00044074	WdmFinal	USC00044074.txt	1	40.2375	-124.1322	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HONEYDEW 1 SW
USC00044089	WdmFinal	USC00044089.txt	1	41.0483	-123.6755	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HOOPA
USC00044191	WdmFinal	USC00044191.txt	1	40.6161	-123.4566	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	HYAMPOM
USC00044232	WdmFinal	USC00044232.txt	1	36.798	-118.2036	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	INDEPENDENCE
USC00044587	WdmFinal	USC00044587.txt	1	40.6422	-123.9149	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	KNEELAND 10 SSE
USC00044689	WdmFinal	USC00044689.txt	1	39.203	-123.185	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	LAKE MENDOCINO DAM
USC00044712	WdmFinal	USC00044712.txt	1	38.492	-122.0039	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	LAKE SOLANO
USC00044883	WdmFinal	USC00044883.txt	1	39.8744	-123.7205	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	LEGGETT
USC00045067	WdmFinal	USC00045067.txt	1	36.443	-118.0433	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	LONE PINE 11 S COTTONWOOD POWER HOUSE
USC00045100	WdmFinal	USC00045100.txt	1	35.3836	-118.4122	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	LORAINE 5 NNE
USC00045184	WdmFinal	USC00045184.txt	1	35.878	-121.4497	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	LUCIA WILLOW SPRINGS
USC00045242	WdmFinal	USC00045242.txt	1	40.3186	-123.3738	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MAD RIVER 12 SE
USC00045258	WdmFinal	USC00045258.txt	1	38.8547	-122.7819	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MAHNKE
USC00045623	WdmFinal	USC00045623.txt	1	40.1414	-120.3533	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MILFORD LAUFMAN RS
USC00045679	WdmFinal	USC00045679.txt	1	40.3458	-121.6091	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MINERAL
USC00045711	WdmFinal	USC00045711.txt	1	40.1816	-123.7761	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MIRANDA 4 SE
USC00045741	WdmFinal	USC00045741.txt	1	37.6255	-121.0313	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MODESTO 2
USC00045756	WdmFinal	USC00045756.txt	1	35.0492	-118.1619	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MOJAVE
USC00045785	WdmFinal	USC00045785.txt	1	41.7806	-122.4717	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MONTAGUE 5NE
USC00045802	WdmFinal	USC00045802.txt	1	36.5927	-121.8555	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MONTEREY WFO
USC00045853	WdmFinal	USC00045853.txt	1	37.1363	-121.6025	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MORGAN HILL
USC00045983	WdmFinal	USC00045983.txt	1	41.3167	-122.3167	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MOUNT SHASTA WSO CITY
USC00045996	WdmFinal	USC00045996.txt	1	37.9027	-122.6033	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	MOUNT TAMALPAIS 2 SW
USC00046105	WdmFinal	USC00046105.txt	1	39.1739	-123.5647	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	NAVARRO 1 NW
USC00046115	WdmFinal	USC00046115.txt	1	34.83	-114.5936	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	NEEDLES
USC00046154	WdmFinal	USC00046154.txt	1	34.9455	-119.6827	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	NEW CUYAMA FIRE STATION
USC00046174	WdmFinal	USC00046174.txt	1	38.0047	-120.4863	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	NEW MELONES DAM HQ
USC00046232	WdmFinal	USC00046232.txt	1	39.3675	-120.8991	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	NORTH BLOOMFIELD
USC00046513	WdmFinal	USC00046513.txt	1	41.3033	-123.5344	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	ORLEANS RS
USC00046521	WdmFinal	USC00046521.txt	1	39.5177	-121.553	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	OROVILLE
USC00046577	WdmFinal	USC00046577.txt	1	34.6825	-119.353	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	OZENA GUARD STATION
USC00046624	WdmFinal	USC00046624.txt	1	34.5883	-118.0938	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	PALMDALE
USC00046726	WdmFinal	USC00046726.txt	1	39.8875	-122.5538	OBSERVED	PMET	1990/01/01	2020/12/31	30.0	PASKENTA RANGER STATION
